sAddress,rAddress,sIPs,rIPs,protocol,duration,sBytesSum,rBytesSum,sBytesMin,rBytesMin,sBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,sWinTCP,rWinTCP,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,Label,AttackType
16,4,7,1,2,0.499982,1170,1856,65.0,52.0,65.0,18720.677,29697.073,234,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0294106427360983,0.0160969611137144,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000543,0.031128,0,BAD-MISCONF-DUPLICATION
17,4,8,1,2,0.499313,650,848,65.0,52.0,65.0,10414.311,13586.67,130,120,13.0,12.0,13.0,0.0,13.0,8.571,0.0004546642303466,0.0383819066561185,64.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000485,0.077369,0,BAD-MISCONF-DUPLICATION
16,3,7,0,2,0.465543,2374,1866,52.0,52.0,59.35,40795.386,32065.792,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0119004616370567,0.0160531668827451,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.001,0.0,0.021376,0.0289,0,BAD-MISCONF-DUPLICATION
29,11,20,7,0,6e-06,180,0,60.0,52.0,60.0,239728700.582,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.5033950805664062e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
5,11,20,7,0,0.005266,360,0,60.0,52.0,60.0,546904.933,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0010529994964599,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
16,4,7,1,2,0.499844,1040,1856,65.0,52.0,65.0,16645.197,29705.275,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.033254321416219,0.0161003835739627,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000572,0.035501,0,BAD-MISCONF-DUPLICATION
17,4,8,1,2,0.499742,780,1160,65.0,52.0,65.0,12486.447,18569.588,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454309853640469,0.0262530100973028,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.00052,0.049846,0,BAD-MISCONF-DUPLICATION
15,6,6,3,1,0.002335,144,0,36.0,52.0,36.0,493336.977,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.000778039296468,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
16,3,7,0,2,0.493851,1886,1476,52.0,52.0,58.938,30551.726,23910.046,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159096794743691,0.0174500423928965,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014642,0.036713,0,BAD-MISCONF-DUPLICATION
16,4,7,1,2,0.499508,910,1336,65.0,52.0,65.0,14574.343,21397.057,182,192,13.0,12.0,13.0,0.0,13.0,8.727,0.0005051539494441,0.0237860452561151,64.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000545,0.059664,0,BAD-MISCONF-DUPLICATION
17,4,8,1,2,0.49929,520,1160,65.0,52.0,65.0,8331.831,18586.391,104,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004541533333914,0.0262783703051115,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000526,0.062247,0,BAD-MISCONF-DUPLICATION
16,3,7,0,2,0.404711,2348,1634,52.0,52.0,58.7,46413.36,32299.587,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103771808819893,0.0161421585083007,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.0,0.0,0.023595,0.017051,0,BAD-MISCONF-DUPLICATION
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,299084224.938,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.9073486328125e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
22,7,13,4,1,0.195233,80,0,40.0,52.0,40.0,3278.132,0.0,16,0,8.0,12.0,8.0,0.0,8.0,6.75,0.1952321529388427,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
6,2,20,7,4,1e-06,107,0,107.0,52.0,107.0,856000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
15,6,6,3,1,0.002406,144,0,36.0,52.0,36.0,478817.28,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.0008016427357991,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
9,11,20,7,0,0.30054,720,0,60.0,52.0,60.0,19165.501,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0273217287930575,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-PORTSCAN
0,9,0,6,3,3e-06,984,0,328.0,52.0,328.0,2707621614.813,0.0,900,0,300.0,12.0,300.0,0.0,300.0,6.75,9.5367431640625e-07,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
5,11,20,7,0,0.005265,360,0,60.0,52.0,60.0,547003.996,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0010528087615966,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF-DUPLICATION
16,3,7,0,2,0.465444,2478,1866,52.0,52.0,59.0,42591.599,32072.609,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113350007592177,0.0160293414674956,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020346,0.028903,0,BAD-MISCONF
16,4,7,1,2,0.010884,1040,1856,65.0,52.0,65.0,764418.321,1364192.695,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0006368001302083,0.000351067512266,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000557,0.000611,0,BAD-MISCONF
17,4,8,1,2,0.047887,650,1160,65.0,52.0,65.0,108589.208,193789.972,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0005495548248291,0.0025203102513363,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.042,0.0,0.0,0.00042,0.005267,0,BAD-MISCONF
16,3,7,0,2,0.467243,2478,1866,52.0,52.0,59.0,42427.602,31949.114,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113832427234184,0.0160862412945977,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.022511,0.028964,0,BAD-MISCONF
16,4,7,1,2,0.012069,1040,1856,65.0,52.0,65.0,689367.562,1230255.956,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0007189432779947,0.0003892913941414,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.001,0.0,0.000733,0.000587,0,BAD-MISCONF
17,4,8,1,2,0.499612,780,1392,65.0,52.0,65.0,12489.689,22289.29,156,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0453468236056241,0.0217222234477167,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.493,0.0,0.0,0.000485,0.045317,0,BAD-MISCONF
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,299084224.938,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.9073486328125e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.465616,2478,1866,52.0,52.0,59.0,42575.853,32060.752,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113393678897764,0.0160362720489501,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020285,0.028957,0,BAD-MISCONF
16,4,7,1,2,0.010659,1040,1856,65.0,52.0,65.0,780559.143,1392997.856,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0006314595540364,0.0003438072819863,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000572,0.000578,0,BAD-MISCONF
17,4,8,1,2,0.004413,520,928,65.0,52.0,65.0,942632.171,1682235.874,104,96,13.0,12.0,13.0,0.0,13.0,6.0,0.0005177429744175,0.0002941449483235,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000424,0.000521,0,BAD-MISCONF
16,3,7,0,2,0.46572,2478,1866,52.0,52.0,59.0,42566.35,32053.595,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113446130985166,0.0160394454824513,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.0224,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.465695,2478,1866,52.0,52.0,59.0,42568.617,32055.302,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113407111749416,0.0160381054056101,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020298,0.028962,0,BAD-MISCONF
16,4,7,1,2,0.476449,2080,3504,65.0,52.0,65.0,34925.035,58835.251,416,384,13.0,12.0,13.0,0.0,13.0,6.4,0.0153381978311846,0.0080753908318988,64.0,0.0,0.0,1.0,0.533,0.0,0.0,0.0,509.0,502.0,0.456,0.0,0.0,0.000721,0.017661,0,BAD-MISCONF
17,4,8,1,2,0.469313,1300,2216,65.0,52.0,65.0,22160.053,37774.368,260,240,13.0,12.0,13.0,0.0,13.0,6.316,0.0246553170053582,0.0126841068267822,64.0,0.0,0.0,1.0,0.526,0.0,0.0,0.0,509.0,502.0,0.46,0.0,0.0,0.000468,0.028247,0,BAD-MISCONF
16,4,7,1,2,0.05108,1040,1440,65.0,52.0,65.0,162881.643,225528.429,208,192,13.0,12.0,13.0,0.0,13.0,8.0,0.0005108674367268,0.0022208276002303,64.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.000515,0.004365,0,BAD-MISCONF
17,4,8,1,2,0.005145,650,1160,65.0,52.0,65.0,1010666.563,1803651.097,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004607571495903,0.0002707431190892,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000564,0.000386,0,BAD-MISCONF
16,3,7,0,2,0.465747,2478,1866,52.0,52.0,59.0,42563.888,32051.741,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113432930737006,0.0160412048471385,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.022409,0.02899,0,BAD-MISCONF
16,4,7,1,2,0.499851,1040,1984,65.0,52.0,65.0,16644.959,31753.46,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005189259847005,0.0151469707489013,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000486,0.031161,0,BAD-MISCONF
17,4,8,1,2,0.499738,650,1288,65.0,52.0,65.0,10405.452,20618.803,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004325707753499,0.0237970011574881,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000448,0.049896,0,BAD-MISCONF
16,3,7,0,2,0.464132,2478,1866,52.0,52.0,59.0,42711.976,32163.256,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113080769050412,0.0159877579787681,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.020256,0.028888,0,BAD-MISCONF
16,4,7,1,2,0.499605,1040,1856,65.0,52.0,65.0,16653.156,29719.479,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005072116851806,0.0161042905622913,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000538,0.0338,0,BAD-MISCONF
17,4,8,1,2,0.045963,650,928,65.0,52.0,65.0,113134.243,161520.889,130,96,13.0,12.0,13.0,0.0,13.0,6.0,0.0004374451107449,0.0030488014221191,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.042,0.0,0.0,0.000421,0.005628,0,BAD-MISCONF
16,3,7,0,2,0.465574,2478,1866,52.0,52.0,59.0,42579.691,32063.641,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113421242411543,0.0160367242221174,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.020269,0.029006,0,BAD-MISCONF
16,4,7,1,2,0.499942,1170,1856,65.0,52.0,65.0,18722.177,29699.453,234,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0294082865995519,0.0160941616181404,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000574,0.031114,0,BAD-MISCONF
17,4,8,1,2,0.499909,650,1288,65.0,52.0,65.0,10401.894,20611.753,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004391140407986,0.0238051414489746,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000422,0.049898,0,BAD-MISCONF
16,3,7,0,2,0.463838,2374,1866,52.0,52.0,59.35,40945.338,32183.657,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.011861000305567,0.0159943761496708,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.199,0.0,0.0,0.02133,0.02889,0,BAD-MISCONF
16,4,7,1,2,0.499767,1040,1856,65.0,52.0,65.0,16647.762,29709.852,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332525253295898,0.0160956459660683,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000621,0.038471,0,BAD-MISCONF
17,4,8,1,2,0.499707,780,1160,65.0,52.0,65.0,12487.323,18570.89,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454277992248535,0.026250211816085,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000535,0.049845,0,BAD-MISCONF
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.494972,1886,1476,52.0,52.0,58.938,30482.545,23855.905,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159480956292921,0.0174409099247144,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014649,0.036675,0,BAD-MISCONF
16,4,7,1,2,0.499873,1040,1960,65.0,52.0,65.0,16644.229,31367.969,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0332355976104736,0.0151476354310006,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000571,0.033123,0,BAD-MISCONF
17,4,8,1,2,0.499811,650,1056,65.0,52.0,65.0,10403.933,16902.39,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.0554206636216905,0.0294005870819091,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000555,0.076894,0,BAD-MISCONF
16,3,7,0,2,0.404089,2348,1634,52.0,52.0,58.7,46484.807,32349.308,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103612312903771,0.016121482849121,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.0,0.0,0.023535,0.017046,0,BAD-MISCONF
16,4,7,1,2,0.499858,1040,1440,65.0,52.0,65.0,16644.721,23046.537,208,192,13.0,12.0,13.0,0.0,13.0,8.0,0.0332658608754475,0.0217329211857007,64.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000561,0.048982,0,BAD-MISCONF
17,4,8,1,2,0.499776,650,1056,65.0,52.0,65.0,10404.663,16903.575,130,120,13.0,12.0,13.0,0.0,13.0,6.667,0.0554691155751546,0.0293715280645033,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000492,0.062281,0,BAD-MISCONF
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.465678,2478,1866,52.0,52.0,59.0,42570.186,32056.484,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113412461629728,0.0160383767095105,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020257,0.029037,0,BAD-MISCONF
16,4,7,1,2,0.499917,1040,1984,65.0,52.0,65.0,16642.768,31749.281,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0332359949747721,0.0151489647951993,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000545,0.031113,0,BAD-MISCONF
17,4,8,1,2,0.499785,650,1160,65.0,52.0,65.0,10404.474,18567.985,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554489029778374,0.0262684194665206,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000495,0.062272,0,BAD-MISCONF
16,4,7,1,2,0.049145,910,1496,65.0,52.0,65.0,148132.986,243524.118,182,144,13.0,12.0,13.0,0.0,13.0,5.538,0.0005071529975304,0.0019566440582275,64.0,0.0,0.0,1.0,0.462,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.000534,0.003685,0,BAD-MISCONF
17,4,8,1,2,0.004117,520,1032,65.0,52.0,65.0,1010430.178,2005315.276,104,96,13.0,12.0,13.0,0.0,13.0,5.333,0.0004441397530691,0.0002421210793887,64.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000541,0.000369,0,BAD-MISCONF
16,3,7,0,2,0.465066,2478,1866,52.0,52.0,59.0,42626.208,32098.67,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113248243564512,0.0160175191945043,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020287,0.028926,0,BAD-MISCONF
29,11,20,7,0,6e-06,180,0,60.0,52.0,60.0,239728700.582,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.5033950805664062e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,4,7,1,2,0.010053,1040,1856,65.0,52.0,65.0,827616.47,1476977.085,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0006021976470947,0.0003242569585,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000517,0.00056,0,BAD-MISCONF
17,4,8,1,2,0.048668,650,848,65.0,52.0,65.0,106846.489,139393.573,130,120,13.0,12.0,13.0,0.0,13.0,8.571,0.0005057917700873,0.0037436118492713,64.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,509.0,502.0,0.044,0.0,0.0,0.000432,0.007795,0,BAD-MISCONF
16,3,7,0,2,0.463876,2374,1866,52.0,52.0,59.35,40941.971,32181.01,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0118640263875325,0.015995691562521,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.001,0.0,0.021257,0.028979,0,BAD-MISCONF
22,7,13,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,3,7,0,2,0.494243,1886,1476,52.0,52.0,58.938,30527.496,23891.084,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159249613361973,0.0174289164335831,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.199,0.0,0.0,0.014658,0.036653,0,BAD-MISCONF
16,4,7,1,2,0.476821,2080,3192,65.0,52.0,65.0,34897.792,53554.689,416,384,13.0,12.0,13.0,0.0,13.0,7.111,0.0153198703642814,0.008996603623876,64.0,0.0,0.0,1.0,0.593,0.0,0.0,0.0,509.0,502.0,0.456,0.0,0.0,0.00063,0.019717,0,BAD-MISCONF
17,4,8,1,2,0.469202,1300,2320,65.0,52.0,65.0,22165.289,39556.516,260,240,13.0,12.0,13.0,0.0,13.0,6.0,0.0246524685307552,0.0120307971269656,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.458,0.0,0.0,0.000463,0.024612,0,BAD-MISCONF
16,3,7,0,2,0.403981,2348,1634,52.0,52.0,58.7,46497.234,32357.956,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103584619668813,0.0161080837249755,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.198,0.001,0.0,0.021344,0.01701,0,BAD-MISCONF
16,4,7,1,2,0.499874,1040,1984,65.0,52.0,65.0,16644.189,31751.991,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005000591278076,0.0151476715550278,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000507,0.033789,0,BAD-MISCONF
17,4,8,1,2,0.005307,650,1160,65.0,52.0,65.0,979836.938,1748632.075,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004753271738688,0.0002792634462055,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000554,0.000403,0,BAD-MISCONF
16,3,7,0,2,0.464124,2478,1866,52.0,52.0,59.0,42712.722,32163.818,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113033666843321,0.015986968731058,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.022281,0.028962,0,BAD-MISCONF
16,4,7,1,2,0.499357,1040,1856,65.0,52.0,65.0,16661.426,29734.236,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005266030629475,0.0160970303320115,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.00056,0.031106,0,BAD-MISCONF
17,4,8,1,2,0.045696,650,952,65.0,52.0,65.0,113795.946,166667.294,130,120,13.0,12.0,13.0,0.0,13.0,7.5,0.0004604392581515,0.0030463218688964,64.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,509.0,502.0,0.041,0.0,0.0,0.000515,0.00625,0,BAD-MISCONF
16,3,7,0,2,0.46458,2478,1866,52.0,52.0,59.0,42670.79,32132.241,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113145374670261,0.0160024166107177,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.001,0.0,0.020262,0.028962,0,BAD-MISCONF
22,7,13,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,0,BAD-MISCONF
16,4,7,1,2,0.499356,1040,1752,65.0,52.0,65.0,16661.457,28068.147,208,192,13.0,12.0,13.0,0.0,13.0,6.4,0.0005490144093831,0.0172074827654608,64.0,0.0,0.0,1.0,0.533,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000583,0.035931,0,BAD-MISCONF
17,4,8,1,2,0.49959,650,1288,65.0,52.0,65.0,10408.536,20624.914,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004517767164442,0.0237899507795061,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000516,0.049855,0,BAD-MISCONF
16,3,7,0,2,0.464836,2478,1866,52.0,52.0,59.0,42647.306,32114.557,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113187824807515,0.0160094129628148,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020267,0.028908,0,BAD-MISCONF
16,4,7,1,2,0.499821,1170,1856,65.0,52.0,65.0,18726.704,29706.635,234,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0294011761160457,0.0160968380589639,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000545,0.031121,0,BAD-MISCONF
17,4,8,1,2,0.499774,780,1160,65.0,52.0,65.0,12485.643,18568.392,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.045433911410245,0.0262585815630461,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000445,0.049895,0,BAD-MISCONF
16,4,7,1,2,0.499766,1040,1440,65.0,52.0,65.0,16647.794,23050.791,208,192,13.0,12.0,13.0,0.0,13.0,8.0,0.0332579294840494,0.0216993456301481,64.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000513,0.053863,0,BAD-MISCONF
