sAddress,rAddress,sIPs,rIPs,protocol,duration,sBytesSum,rBytesSum,sBytesMin,rBytesMin,sBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,sWinTCP,rWinTCP,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,Label
17,4,8,1,2,0.470649,1300,1904,65.0,52.0,65.0,22097.144,32363.818,260,240,13.0,12.0,13.0,0.0,13.0,7.5,0.0247438455882825,0.0151667748728106,64.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,509.0,502.0,0.461,0.0,0.0,0.000515,0.031161,1
16,4,7,1,2,0.475885,2080,3712,65.0,52.0,65.0,34966.434,62401.636,416,384,13.0,12.0,13.0,0.0,13.0,6.0,0.0153186167440106,0.0075537136622837,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.458,0.0,0.0,0.000518,0.016609,1
16,3,7,0,2,0.463819,2478,1866,52.0,52.0,59.0,42740.804,32184.964,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112915853174721,0.0159738639305377,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020333,0.028937,1
16,4,7,1,2,0.499922,1040,1776,65.0,52.0,65.0,16642.601,28420.442,208,216,13.0,12.0,13.0,0.0,13.0,7.2,0.0005256017049153,0.0172386498286806,64.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000565,0.038626,1
17,4,8,1,2,0.456973,650,1264,65.0,52.0,65.0,11379.225,22128.216,130,120,13.0,12.0,13.0,0.0,13.0,5.455,0.0004405445522732,0.0217605772472563,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000488,0.000404,1
16,3,7,0,2,0.463853,2478,1866,52.0,52.0,59.0,42737.662,32182.598,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113029538131341,0.0159762070096772,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020327,0.028939,1
16,4,7,1,2,0.499401,1040,1856,65.0,52.0,65.0,16659.954,29731.61,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005396048227945,0.0160980686064689,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000592,0.031094,1
17,4,8,1,2,0.499843,650,1288,65.0,52.0,65.0,10403.268,20614.476,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004757775200737,0.0238019965943836,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000544,0.049858,1
16,3,7,0,2,0.462177,2374,1866,52.0,52.0,59.35,41092.496,32299.325,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0118201512556809,0.0159370981413742,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.001,0.0,0.021274,0.028937,1
16,4,7,1,2,0.499882,1170,1648,65.0,52.0,65.0,18724.418,26374.223,234,192,13.0,12.0,13.0,0.0,13.0,6.857,0.0294047664193546,0.0184804068671332,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000544,0.03839,1
17,4,8,1,2,0.499755,650,1160,65.0,52.0,65.0,10405.099,18569.101,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004518826802571,0.0262906802328009,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000425,0.049932,1
16,3,7,0,2,0.49589,1886,1476,52.0,52.0,58.938,30426.106,23811.735,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159801590827203,0.017424438310706,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.199,0.0,0.0,0.014665,0.036626,1
16,4,7,1,2,0.49961,1040,1856,65.0,52.0,65.0,16652.99,29719.181,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332356611887613,0.0160969995683239,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.00058,0.035453,1
17,4,8,1,2,0.499668,780,1264,65.0,52.0,65.0,12488.294,20237.441,156,120,13.0,12.0,13.0,0.0,13.0,5.455,0.045402548529885,0.0237822419121151,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000493,0.049196,1
29,11,20,7,0,4e-06,180,0,60.0,52.0,60.0,351267359.237,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.5497207641601562e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.44475,2244,1634,52.0,52.0,59.053,40364.261,29391.801,268,282,13.0,13.0,0.0,0.0,7.053,10.846,0.0120202399588919,0.0160997200012207,64.0,0.0,0.0,0.579,0.846,0.0,0.0,0.0,502.737,506.846,0.199,0.0,0.0,0.024717,0.017123,1
16,4,7,1,2,0.499948,1040,1960,65.0,52.0,65.0,16641.728,31363.257,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0332412083943684,0.0151499112447102,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.00049,0.033162,1
17,4,8,1,2,0.499993,650,1288,65.0,52.0,65.0,10400.148,20608.293,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0554460949367947,0.0238091377984909,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000489,0.049889,1
22,7,13,4,1,1e-06,40,0,40.0,52.0,40.0,320000000.0,0.0,8,0,8.0,12.0,8.0,0.0,8.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.463473,2478,1866,52.0,52.0,59.0,42772.706,32208.987,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112880264840474,0.0159608988926328,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.001,0.0,0.020276,0.028909,1
16,4,7,1,2,0.499751,1040,1648,65.0,52.0,65.0,16648.286,26381.131,208,192,13.0,12.0,13.0,0.0,13.0,6.857,0.033258056640625,0.0185092643455222,64.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000553,0.041316,1
17,4,8,1,2,0.4998,650,1160,65.0,52.0,65.0,10404.161,18567.426,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554770098792182,0.0262872168892308,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000509,0.049905,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.461958,2374,1866,52.0,52.0,59.35,41111.965,32314.628,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0118105411529541,0.0159295509601461,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.199,0.0,0.0,0.021265,0.028937,1
16,4,7,1,2,0.49996,1040,1984,65.0,52.0,65.0,16641.332,31746.54,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.033240270614624,0.0151502724849816,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.00058,0.031109,1
17,4,8,1,2,0.499696,650,1160,65.0,52.0,65.0,10406.326,18571.289,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554530090755886,0.0262838413840846,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000488,0.054217,1
0,9,0,6,3,5e-06,984,0,328.0,52.0,328.0,1557850688.94,0.0,900,0,300.0,12.0,300.0,0.0,300.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.496237,1886,1476,52.0,52.0,58.938,30404.821,23795.078,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159915493380638,0.0174613102622654,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014674,0.036735,1
16,4,7,1,2,0.499792,1170,1232,65.0,52.0,65.0,18727.794,19720.207,234,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0293994651121251,0.0262485177893387,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000574,0.053964,1
17,4,8,1,2,0.499843,780,1392,65.0,52.0,65.0,12483.916,22278.988,156,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0453863794153386,0.0217160867608111,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000517,0.041572,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.445935,2244,1634,52.0,52.0,59.053,40257.004,29313.701,268,282,13.0,13.0,0.0,0.0,7.053,10.846,0.0120522653734361,0.0161413955688476,64.0,0.0,0.0,0.579,0.846,0.0,0.0,0.0,502.737,506.846,0.199,0.0,0.0,0.024805,0.017074,1
4,2,20,7,4,1e-06,116,0,116.0,52.0,116.0,928000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.006168,780,1496,65.0,52.0,65.0,1011644.714,1940282.682,156,144,13.0,12.0,13.0,0.0,13.0,5.538,0.0004710934378884,0.0002466869354248,64.0,0.0,0.0,1.0,0.462,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000457,0.000425,1
17,4,8,1,2,0.002504,390,568,65.0,52.0,65.0,1246047.074,1814755.738,78,48,13.0,12.0,13.0,0.0,13.0,4.8,0.0004341602325439,0.0002444320254855,64.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000482,0.000425,1
16,4,7,1,2,0.052461,1040,1232,65.0,52.0,65.0,158593.418,187872.203,208,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0005937417348225,0.0027610628228438,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.000556,0.005379,1
17,4,8,1,2,0.046167,650,952,65.0,52.0,65.0,112634.705,164966.521,130,120,13.0,12.0,13.0,0.0,13.0,7.5,0.0005377663506401,0.0030777295430501,64.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,509.0,502.0,0.041,0.0,0.0,0.000563,0.006301,1
16,3,7,0,2,0.462959,2478,1866,52.0,52.0,59.0,42820.198,32244.749,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112687087640529,0.0159469308524296,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020287,0.02893,1
17,4,8,1,2,0.468991,1300,1904,65.0,52.0,65.0,22175.261,32478.229,260,240,13.0,12.0,13.0,0.0,13.0,7.5,0.0246479009327135,0.0151156456239761,64.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,509.0,502.0,0.458,0.0,0.0,0.000485,0.03108,1
16,3,7,0,2,0.463687,2478,1866,52.0,52.0,59.0,42752.979,32194.132,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112968537865615,0.0159704109718059,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020277,0.028955,1
16,4,7,1,2,0.475714,2080,3608,65.0,52.0,65.0,34978.999,60675.11,416,384,13.0,12.0,13.0,0.0,13.0,6.194,0.0153099721477877,0.0077985740098796,64.0,0.0,0.0,1.0,0.516,0.0,0.0,0.0,509.0,502.0,0.456,0.0,0.0,0.000515,0.017106,1
6,2,20,7,4,1e-06,107,0,107.0,52.0,107.0,856000000.0,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0113731942525724,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.463155,2478,1866,52.0,52.0,59.0,42802.079,32231.105,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112738783766583,0.0159521678398395,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.020313,0.028874,1
16,4,7,1,2,0.499984,1040,1360,65.0,52.0,65.0,16640.538,21760.704,208,216,13.0,12.0,13.0,0.0,13.0,9.818,0.0004945437113444,0.0238087063743954,64.0,0.0,0.0,1.0,0.818,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000477,0.053737,1
17,4,8,1,2,0.456578,650,1264,65.0,52.0,65.0,11389.077,22147.374,130,120,13.0,12.0,13.0,0.0,13.0,5.455,0.000453684065077,0.0217417535327729,64.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000459,0.000428,1
16,3,7,0,2,0.462652,2374,1866,52.0,52.0,59.35,41050.291,32266.152,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0118318704458383,0.0159534832526897,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.2,0.0,0.0,0.02131,0.028918,1
16,4,7,1,2,0.499514,1040,1856,65.0,52.0,65.0,16656.193,29724.898,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0005017280578613,0.0161011603570753,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.492,0.0,0.0,0.000494,0.031154,1
17,4,8,1,2,0.005044,650,1160,65.0,52.0,65.0,1030921.747,1839798.811,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004543198479546,0.0002654226202713,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000473,0.000411,1
0,9,0,6,3,3e-06,984,0,328.0,52.0,328.0,2707621614.813,0.0,900,0,300.0,12.0,300.0,0.0,300.0,6.75,9.5367431640625e-07,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.49636,1886,1476,52.0,52.0,58.938,30397.286,23789.18,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159959716181601,0.017440132472826,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014696,0.03667,1
16,4,7,1,2,0.00822,1040,1728,65.0,52.0,65.0,1012164.997,1681751.072,208,168,13.0,12.0,13.0,0.0,13.0,5.6,0.0005278746287027,0.000271410777651,64.0,0.0,0.0,1.0,0.467,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000548,0.000434,1
17,4,8,1,2,0.047672,650,1160,65.0,52.0,65.0,109079.068,194664.183,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004407829708523,0.0025089916430021,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.000425,0.005197,1
6,2,20,7,4,0.001389,476,0,119.0,52.0,119.0,2741396.665,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,0.0004626909891764,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.404512,2348,1634,52.0,52.0,58.7,46436.175,32315.464,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0103720823923746,0.0161360454559326,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.0,0.0,0.021358,0.017029,1
16,4,7,1,2,0.499329,1040,1360,65.0,52.0,65.0,16662.356,21789.235,208,216,13.0,12.0,13.0,0.0,13.0,9.818,0.0005094051361083,0.0237775303068615,64.0,0.0,0.0,1.0,0.818,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.00054,0.053923,1
17,4,8,1,2,0.499798,650,1288,65.0,52.0,65.0,10404.201,20616.325,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004824532402886,0.0237998621804373,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000483,0.049895,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,299084224.938,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.9073486328125e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.463445,2478,1866,52.0,52.0,59.0,42775.303,32210.942,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.011287386824445,0.0159631433158085,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020269,0.028988,1
16,4,7,1,2,0.499798,1170,1856,65.0,52.0,65.0,18727.571,29708.01,234,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0293998157276826,0.0160927695612753,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.00056,0.031091,1
17,4,8,1,2,0.499389,650,1160,65.0,52.0,65.0,10412.725,18582.709,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004266632927788,0.0262669513100071,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000419,0.04992,1
16,4,7,1,2,0.499669,1040,1856,65.0,52.0,65.0,16651.027,29715.679,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332465966542561,0.0160944154185633,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000562,0.035489,1
17,4,8,1,2,0.499882,780,1160,65.0,52.0,65.0,12482.951,18564.389,156,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0454437082464044,0.0262669387616609,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000493,0.049889,1
16,3,7,0,2,0.46343,2478,1866,52.0,52.0,59.0,42776.689,32211.986,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112823393286728,0.0159648944591653,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.022422,0.028913,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.499898,1040,1336,65.0,52.0,65.0,16643.395,21380.361,208,192,13.0,12.0,13.0,0.0,13.0,8.727,0.0332323392232259,0.0238046191987537,64.0,0.0,0.0,1.0,0.727,0.0,0.0,0.0,509.0,502.0,0.491,0.001,0.0,0.000552,0.059916,0
17,4,8,1,2,0.499824,650,1160,65.0,52.0,65.0,10403.66,18566.532,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0554506778717041,0.0262750575416966,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.496,0.0,0.0,0.000496,0.067603,0
15,6,6,3,1,0.002634,144,0,36.0,52.0,36.0,437341.893,0.0,16,0,4.0,12.0,4.0,0.0,4.0,6.75,0.0008776982625325,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,3,7,0,2,0.461922,2374,1866,52.0,52.0,59.35,41115.169,32317.146,294,306,13.0,13.0,0.0,0.0,7.35,10.2,0.0118180238283597,0.0159283095392687,64.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,503.05,506.2,0.199,0.0,0.0,0.021331,0.028903,0
16,4,7,1,2,0.499594,1040,1856,65.0,52.0,65.0,16653.522,29720.132,208,192,13.0,12.0,13.0,0.0,13.0,6.0,0.0332455952962239,0.0161159038543701,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000544,0.03316,0
17,4,8,1,2,0.49994,650,1392,65.0,52.0,65.0,10401.249,22274.675,130,144,13.0,12.0,13.0,0.0,13.0,6.0,0.0554052193959554,0.0217364767323369,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000431,0.049901,0
16,3,7,0,2,0.49558,1886,1476,52.0,52.0,58.938,30445.135,23826.627,222,228,13.0,13.0,0.0,0.0,6.938,9.5,0.0159653232943627,0.017418913219286,64.0,0.0,0.0,0.562,0.75,0.0,0.0,0.0,503.312,505.5,0.2,0.0,0.0,0.014678,0.036632,0
5,11,20,7,0,4e-06,180,0,60.0,52.0,60.0,351267359.237,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,1.5497207641601562e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
29,11,20,7,0,5e-06,180,0,60.0,52.0,60.0,284972687.001,0.0,0,0,0.0,12.0,0.0,0.0,0.0,6.75,2.026557922363281e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
0,9,0,6,3,6e-06,984,0,328.0,52.0,328.0,1310516896.518,0.0,900,0,300.0,12.0,300.0,0.0,300.0,6.75,2.5033950805664062e-06,0.0161014526121078,64.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,509.0,502.0,0.2,0.0,0.0,0.000553,0.028963,1
16,4,7,1,2,0.047277,910,1416,65.0,52.0,65.0,153986.017,239609.011,182,168,13.0,12.0,13.0,0.0,13.0,7.0,0.0004740678347074,0.0020554791326108,64.0,0.0,0.0,1.0,0.583,0.0,0.0,0.0,509.0,502.0,0.041,0.0,0.0,0.000509,0.004087,0
17,4,8,1,2,0.003351,520,800,65.0,52.0,65.0,1241413.264,1909866.56,104,72,13.0,12.0,13.0,0.0,13.0,5.143,0.0004357269832066,0.0002334668086125,64.0,0.0,0.0,1.0,0.429,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000453,0.000421,0
16,3,7,0,2,0.444896,2348,1634,52.0,52.0,58.7,42221.101,29382.146,268,282,13.0,13.0,0.0,0.0,6.7,10.846,0.0114075648478972,0.016075325012207,64.0,0.0,0.0,0.55,0.846,0.0,0.0,0.0,502.7,506.846,0.199,0.001,0.0,0.023483,0.017083,0
16,4,7,1,2,0.475587,2080,2984,65.0,52.0,65.0,34988.328,50194.793,416,384,13.0,12.0,13.0,0.0,13.0,7.68,0.0153170016504103,0.0096960846258669,64.0,0.0,0.0,1.0,0.64,0.0,0.0,0.0,509.0,502.0,0.455,0.0,0.0,0.000586,0.019581,0
16,3,7,0,2,0.463864,2478,1866,52.0,52.0,59.0,42736.674,32181.854,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112881427857933,0.0159728280429182,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020332,0.028891,0
17,4,8,1,2,0.467995,1300,2216,65.0,52.0,65.0,22222.45,37880.729,260,240,13.0,12.0,13.0,0.0,13.0,6.316,0.0245848956860994,0.0126484922460607,64.0,0.0,0.0,1.0,0.526,0.0,0.0,0.0,509.0,502.0,0.457,0.0,0.0,0.000463,0.028161,0
16,3,7,0,2,0.463986,2478,1866,52.0,52.0,59.0,42725.408,32173.37,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0113034888011653,0.0159805560934132,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020298,0.028983,0
16,4,7,1,2,0.459707,1040,1960,65.0,52.0,65.0,18098.482,34108.677,208,192,13.0,12.0,13.0,0.0,13.0,5.647,0.0004993915557861,0.0139304869102709,64.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000446,0.000465,0
17,4,8,1,2,0.005061,650,1160,65.0,52.0,65.0,1027473.555,1833645.114,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004665586683485,0.0002663135528564,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.001,0.0,0.0,0.000502,0.00042,0
16,3,7,0,2,0.463686,2478,1866,52.0,52.0,59.0,42753.067,32194.198,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112897070442757,0.0159701396679056,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.2,0.0,0.0,0.020274,0.028957,0
16,4,7,1,2,0.048627,1040,1232,65.0,52.0,65.0,171098.551,202685.976,208,192,13.0,12.0,13.0,0.0,13.0,9.6,0.0005007266998291,0.0025592603181537,64.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,509.0,502.0,0.041,0.0,0.0,0.000505,0.005011,0
17,4,8,1,2,0.047883,650,1160,65.0,52.0,65.0,108598.4,193806.376,130,120,13.0,12.0,13.0,0.0,13.0,6.0,0.0004323323567708,0.0025200969294497,64.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,509.0,502.0,0.043,0.0,0.0,0.000457,0.005208,0
16,4,7,1,2,0.499848,1040,1984,65.0,52.0,65.0,16645.062,31753.657,208,216,13.0,12.0,13.0,0.0,13.0,6.353,0.0005207220713297,0.0151468768264308,64.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,509.0,502.0,0.491,0.0,0.0,0.000525,0.031119,0
17,4,8,1,2,0.499977,650,1288,65.0,52.0,65.0,10400.48,20608.951,130,144,13.0,12.0,13.0,0.0,13.0,6.545,0.0004705323113335,0.0238083771296909,64.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,509.0,502.0,0.495,0.0,0.0,0.000491,0.04991,0
16,3,7,0,2,0.463158,2478,1866,52.0,52.0,59.0,42801.792,32230.889,294,306,13.0,13.0,0.0,0.0,7.0,10.2,0.0112680516591886,0.0159542478364089,64.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,503.0,506.2,0.199,0.0,0.0,0.02247,0.02886,0
